ID	Statement	Label (0 is False)	Source	Region	Date 	Link	Comments	Original text
50	Out of “193 countries in the world”, electronic voting machines are only used in two nations besides Brazil: Cuba and Venezuela	0	AFP FactCheck	LATIN AMERICA	18 Janeiro 2021	https://checamos.afp.com/o-preco-da-coronavac-e-inferior-ao-pago-em-varios-paises-por-outros-imunizantes-contra-covid-19		de “193 países no mundo”, as urnas eletrônicas são utilizadas apenas em duas nações além do Brasil: Cuba e Venezuela
51	people dressed as mimes and black birds depict a satanic ritual on the margins of the G7 summit in England	0	AFP FactCheck	EUROPE	15 June 2021	https://factcheck.afp.com/purported-satanic-ritual-g7-summit-was-climate-protest		
52	 Sweden stopped using PCR tests for diagnosing Covid-19 as these tests are purportedly unable to detect contagiousness	0	AFP FactCheck	EUROPE	04 June 2021	https://factcheck.afp.com/online-posts-falsely-claim-sweden-stopped-using-pcr-tests-covid-19-may-2021		
53	World Economic Forum founder Klaus Schwab purportedly wrote billions will die from 'organized epidemics'.	0	AFP FactCheck	EUROPE	07 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DZ4PF-1		
54	British Prime Minister Boris Johnson and US Secretary of State Mike Pompeo have expressed support for the secession of Biafra -- a collection of states from southeast Nigeria -- from the rest of the country	0	AFP FactCheck	EUROPE	9 October 2020	https://factcheck.afp.com/false-quotes-claim-boris-johnson-and-mike-pompeo-express-support-nigerian-separatists		
55	a study by US-based scientists analysed spike proteins of the novel coronavirus. The study is evidence that some Covid-19 vaccines could be harmful.	0	AFP FactCheck	EUROPE	13 May 2021	https://factcheck.afp.com/posts-misrepresent-us-study-dangers-coronavirus-spike-protein		
56	the US Supreme Court “overturned” mandatory vaccination following a lawsuit filed by attorney Robert F. Kennedy Jr.	0	AFP FactCheck	EUROPE	23 April 2021	https://factcheck.afp.com/us-supreme-court-did-not-rule-against-mandatory-vaccination		
57	the Russian government has required polygamy for its male citizens	0	AFP FactCheck	EUROPE	23 April 2021	https://factcheck.afp.com/false-claim-circulates-social-media-russia-requires-male-citizens-have-more-one-wife		
58	British naturalist David Attenborough criticised Israel's role in the conflict with Palestinian armed groups.	0	AFP FactCheck	EUROPE	31 May 2021	https://factcheck.afp.com/david-attenborough-subject-fabricated-quote-israel-hamas-conflict		
59	"seven countries, including the United States, Spain, Italy and the United Kingdom, have ""survival rates"" of more than 99.9 percent for people who contract the novel coronavirus"	0	AFP FactCheck	EUROPE	29 May 2020	https://factcheck.afp.com/coronavirus-survival-rates-remain-unknown-experts-say		
60	photos showing President Muhammadu Buhari meeting his French counterpart Emmanuel Macron in Paris on May 17, 2021, were manipulated	0	AFP FactCheck	EUROPE	18 May 2021	https://factcheck.afp.com/nigerian-separatist-leader-falsely-claims-photos-president-meeting-french-counterpart-are-doctored		
61	Swedish climate activist Greta Thunberg urged Chinese people to stop using traditional chopsticks in order to save trees	0	AFP FactCheck	EUROPE	23 April 2021	https://factcheck.afp.com/greta-thunberg-did-not-urge-chinese-people-stop-using-chopsticks-save-trees-0		
62	prestigious British university may pull sheet music from the curriculum due to its ties to white supremacy	0	AFP FactCheck	EUROPE	09 April 2021	https://factcheck.afp.com/oxford-university-not-canceling-sheet-music		
63	France will ban the halal slaughter of chicken	0	AFP FactCheck	EUROPE	31 March 2021	https://factcheck.afp.com/france-did-not-ban-halal-slaughter-poultry		
64	Denmark has passed a new law that prohibits Muslims from voting in the elections	0	AFP FactCheck	EUROPE	11 March 2021	https://factcheck.afp.com/social-media-posts-falsely-claim-denmark-passed-law-banning-its-muslim-voters		
65	Germany’s renewable energy supply failed after snow covered solar panels and wind turbines froze	0	AFP FactCheck	EUROPE	19 February 2021	https://factcheck.afp.com/german-solar-wind-power-did-not-fail-cold-weather		
66	"Italian law enforcement ""arrested scores of paedophile cardinals"" in Vatican City"	0	AFP FactCheck	EUROPE	19 February 2021	https://factcheck.afp.com/fabricated-report-falsely-claims-italian-police-arrested-scores-paedophile-cardinals-vatican		
67	tests on a stolen sample of an unspecified vaccine showed it is radioactive enough to cause “disease and genetic damage,” and speculates that it could contain radium. 	0	AFP FactCheck	EUROPE	29 January 2021	https://factcheck.afp.com/radioactive-vaccine-was-not-stolen-german-medical-institute		
68	Pope Francis was arrested on January 9, 2021 on 80 count indictment for Child Trafficking, Fraud	0	AFP FactCheck	EUROPE	14 January 2021	https://factcheck.afp.com/no-pope-was-not-arrested-child-trafficking		
69	Austria has banned Muslims from engaging in politics	0	AFP FactCheck	EUROPE	08 January 2021	https://factcheck.afp.com/controversial-austrian-bill-does-not-involve-banning-muslims-politics		
70	Pfizer researcher found that the company’s Covid-19 vaccine will lead to infertility in women 	0	AFP FactCheck	EUROPE	9 December 2020	https://factcheck.afp.com/covid-19-vaccine-not-shown-cause-female-sterilization		
71	Dominion Voting had servers confiscated in Germany by the US military	0	AFP FactCheck	EUROPE	23 November 2020	https://factcheck.afp.com/dominion-voting-servers-were-not-seized-germany		
72	French football player Paul Pogba has retired from the international game in protest against French President Emmanuel Macron’s recent comments about radical Islam. 	0	AFP FactCheck	EUROPE	28 October 2020	https://factcheck.afp.com/paul-pogba-has-not-quit-frances-national-football-team-over-presidents-remarks-islam		
73	"controversial quotes made by Russian President Vladimir Putin criticising the lifestyle of  ""rich Africans""."	0	AFP FactCheck	EUROPE	15 October 2020	https://factcheck.afp.com/no-evidence-behind-claims-vladimir-putin-made-statement-criticising-rich-africans		
74	the word “hangover” is derived from the historic practice frequented by British sailors during the reign of Queen Victoria, who bought “access to bend over a rope” after a heavy night of drinking 	0	AFP FactCheck	EUROPE	16 September 2020	https://factcheck.afp.com/false-claim-circulates-online-hangover-term-derived-historic-practice-sleeping-rope	This one of the less impactful false claims we have	
75	Swiss authorities have “officially confirmed” that the polymerase chain reaction (PCR) test used to diagnose novel coronavirus is “fake”	0	AFP FactCheck	EUROPE	11 September 2020	https://factcheck.afp.com/hoax-circulates-online-switzerland-has-officially-confirmed-coronavirus-tests-are-fake		
76	The novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai	0	AFP FactCheck	ASIA-PACIFIC	12 April 2020	https://factcheck.afp.com/false-claim-beijing-and-shanghai-are-untouched-covid-19		
77	Singapore introduced fines of up to SGD$150 for anyone not wearing a face mask outdoors during the COVID-19 pandemic.	0	AFP FactCheck	ASIA-PACIFIC	20 April 2020	https://factcheck.afp.com/misinformation-about-fines-singapore-circulated-online-face-masks-made-mandatory-public		
78	Australian supermarkets banned Chinese nationals during COVID-19 pandemic.	0	AFP FactCheck	ASIA-PACIFIC	19 April 2020	https://factcheck.afp.com/myth-spreads-online-australian-supermarkets-have-banned-chinese-nationals-during-covid-19-pandemic		
79	The secretary of Pope Francis held a “blessing ceremony” for US President Trump at the White House during the COVID-19 pandemic.	0	AFP FactCheck	ASIA-PACIFIC	15 April 2020	https://factcheck.afp.com/video-shows-president-trump-us-pastor-white-house-event-september-2017		
80	The Indian government outlawed social media posts about the novel coronavirus pandemic through a piece of national legislation called the Disaster Management Act.	0	AFP FactCheck	ASIA-PACIFIC	15 April 2020	https://factcheck.afp.com/new-hoax-circulates-online-india-has-outlawed-social-media-posts-about-covid-19		
81	COVID-19 is linked to the global rollout of 5G networks	0	AFP FactCheck	ASIA-PACIFIC	24 April 2020	https://factcheck.afp.com/no-evidence-5g-radiation-harmful-human-health-experts-say		
82	Wearing a face mask for an extended period of time could cause hypercapnia, a condition caused by a buildup of carbon dioxide in the blood.	0	AFP FactCheck	ASIA-PACIFIC	14 May 2020	https://factcheck.afp.com/myth-circulates-online-prolonged-use-face-masks-can-cause-hypercapnia		
83	Flu vaccines can make people more vulnerable to infections.	0	AFP FactCheck	ASIA-PACIFIC	11 May 2020	https://factcheck.afp.com/misleading-claim-circulates-flu-vaccines-make-people-more-vulnerable-infections		
84	The World Health Organization (WHO) reported that no vegetarian has contracted the novel coronavirus.	0	AFP FactCheck	ASIA-PACIFIC	08 May 2020	https://factcheck.afp.com/hoax-circulates-not-single-vegetarian-has-contracted-covid-19-according-who		
85	COVID-19 means “see a sheep surrender” in Latin.	0	AFP FactCheck	ASIA-PACIFIC	23 June 2020	https://factcheck.afp.com/hoax-circulates-about-latin-translation-covid-19		
86	"A banner displaying the words ""FIGHT TO WIN"" was erected by China in the Indian territory of Ladakh."	0	AFP FactCheck	ASIA-PACIFIC	18 June 2020	https://factcheck.afp.com/photo-has-circulated-reports-2012-about-indian-army-banner-ladakh		
87	Android users in Australia have been automatically signed up to COVIDSafe, the government's COVID-19 contact tracing app, through an application programming interface (API) operated by Google.	0	AFP FactCheck	ASIA-PACIFIC	17 June 2020	https://factcheck.afp.com/false-claim-circulates-android-users-australia-have-been-automatically-signed-covidsafe-app		
88	Australian Prime Minister Scott Morrison posted a tweet claiming that he is “glad we don’t have any racism here in Australia”.	0	AFP FactCheck	ASIA-PACIFIC	09 June 2020	https://factcheck.afp.com/misinformation-circulates-after-parody-account-australian-prime-minister-scott-morrison-tweets-about		
89	"A herbal drink made from a ""snake grass"" plant, also known as ""clinacanthus nutans"", can kill cancer cells ""in 24 hours""."	0	AFP FactCheck	ASIA-PACIFIC	14 July 2020	https://factcheck.afp.com/there-no-evidence-snake-grass-can-kill-cancer-cells-experts-say		
90	Hong Kong actor Jackie Chan offered cash handouts to people affected by the COVID-19 pandemic.	0	AFP FactCheck	ASIA-PACIFIC	13 July 2020	https://factcheck.afp.com/hoax-circulates-facebook-jackie-chan-offering-cash-handouts-during-covid-19-pandemic		
91	"Drinking coconut water diluted with potassium aluminium sulphate, a chemical compound commonly used in water purification, can ""dissolve kidney stones"". "	0	AFP FactCheck	ASIA-PACIFIC	17 July 2020	https://factcheck.afp.com/misinformation-recirculates-online-thailand-about-cure-kidney-stones		
92	Thermometer guns cause “damage” to the brain because they contain infrared radiation.	0	AFP FactCheck	ASIA-PACIFIC	23 July 2020	https://factcheck.afp.com/thermometer-guns-are-safe-use-health-experts-say		
93	"US space agency NASA has added a 13th star sign named ""Ophiuchus"" to the zodiac."	0	AFP FactCheck	ASIA-PACIFIC	22 July 2020	https://factcheck.afp.com/old-hoax-resurfaces-online-about-nasa-adding-13th-zodiac-sign-ophiuchus		
94	Face masks can cause fungal lung infections.	0	AFP FactCheck	ASIA-PACIFIC	02 September 2020	https://factcheck.afp.com/face-masks-do-not-cause-fungal-lung-infections-if-handled-correctly-health-experts-say		
95	New Zealand's prime minister, Jacinda Ardern, authorised the military to enter private residences in order to enforce COVID-19 quarantine measures. 	0	AFP FactCheck	ASIA-PACIFIC	30 July 2020	https://factcheck.afp.com/misleading-claim-spreads-online-new-zealand-has-authorised-troops-enter-homes-enforce-covid-19		
96	The US Centers for Disease Control and Prevention (CDC) stated in 1958 that smoking did not cause cancer.	0	AFP FactCheck	ASIA-PACIFIC	30 July 2020	https://factcheck.afp.com/smoking-had-been-identified-causative-factor-lung-cancer-1958-us-health-authority-says		
97	Wearing a face mask compromises a person's immune system.	0	AFP FactCheck	ASIA-PACIFIC	29 July 2020	https://factcheck.afp.com/wearing-face-mask-does-not-compromise-your-immune-system-health-experts-say		
98	"Staff from the US consulate in China’s Chengdu ""cheered for China"" after Beijing closed its premises on July 24, 2020."	0	AFP FactCheck	ASIA-PACIFIC	28 July 2020	https://factcheck.afp.com/false-claim-circulates-photo-shows-us-consulate-staff-chengdu-cheering-china-after-beijing-ordered		
99	Publishing the Lord’s Prayer on Facebook violates the platform’s policies. 	0	AFP FactCheck	ASIA-PACIFIC	28 July 2020	https://factcheck.afp.com/facebook-dismisses-hoax-it-has-banned-users-sharing-lords-prayer		
100	Typing the word “gratula” into a comments section on Facebook will help to verify whether your account’s security is “safe”. 	0	AFP FactCheck	ASIA-PACIFIC	28 July 2020	https://factcheck.afp.com/commenting-word-gratula-facebook-does-not-verify-your-account-safe-company-says		
101	The Guardian website in Britain showed a news story about the European Union (EU) ordering Ethiopia to release all political prisoners, including jailed opposition leader Jawar Mohammed. 	0	AFP FactCheck	AFRICA	26 October 2020	https://factcheck.afp.com/no-recent-statements-ethiopia-have-been-issued-eu-doctored-image-claims		
102	Nigerian President Muhammadu Buhari died on January 21, 2017, and was secretly buried in his home state of Katsina in northwest Nigeria.	0	AFP FactCheck	AFRICA	23 October 2020	https://factcheck.afp.com/rumours-nigerian-leaders-death-spread-again-wake-slow-response-endsars-protests		
103	Former US Secretary of State Hillary Clinton once shook hands with late al-Qaeda leader Osama bin Laden.	0	AFP FactCheck	AFRICA	21 October 2020	https://factcheck.afp.com/picture-photoshop-contest-it-does-not-show-actual-meeting-between-hillary-clinton-and-osama-bin		
104	Russian President Vladimir Putin made comments backing Ethiopia in its dispute with neighbours over the mega-dam it has built on the Nile river. 	0	AFP FactCheck	AFRICA	04 November 2020	https://factcheck.afp.com/no-evidence-behind-claims-putin-vowed-back-ethiopia-nile-dam-dispute		
105	The World Health Organization’s (WHO) director-general Tedros Adhanom Ghebreyesus said he had tested positive for Covid-19.	0	AFP FactCheck	AFRICA	02 November 2020	https://factcheck.afp.com/who-head-did-not-say-he-tested-positive-covid-19-only-he-was-quarantining-after-contact-tested		
106	Nigeria’s former finance minister, Ngozi Okonjo-Iweala, has been named as the new director-general of the World Trade Organization (WTO).	0	AFP FactCheck	AFRICA	29 October 2020	https://factcheck.afp.com/again-nigerias-okonjo-iweala-has-not-yet-been-appointed-head-wto		
107	Boko Haram insurgents hoised their flag in Niger state, close to Nigeria’s capital Abuja	0	AFP FactCheck	AFRICA	5 May 0202	https://factcheck.afp.com/2011-video-shows-rebels-during-libyas-war-not-boko-haram-fighters-nigeria		
108	The US has announced permanent “E-visas” for Kenya and Liberia.	0	AFP FactCheck	AFRICA	28 October 2020	https://factcheck.afp.com/hoax-embassy-pages-falsely-claim-trump-made-visa-announcements-kenya-and-liberia		
109	US President Donald Trump made defamatory comments about Africans, asking “are you humans?”.	0	AFP FactCheck	AFRICA	24 November 2020	https://factcheck.afp.com/president-donald-trump-did-not-ask-africans-are-you-humans		
110	The Nigerian government gave US President Donald Trump 72 hours to concede the 2020 presidential election to former vice-president Joe Biden. 	0	AFP FactCheck	AFRICA	23 November 2020	https://factcheck.afp.com/nigeria-did-not-give-us-president-donald-trump-deadline-concede-election-or-face-sanctions		
111	US president-elect Joe Biden and former president Barack Obama tweeted to call for the release of Ugandan opposition politician Bobi Wine who was detained on November 18, 2020. 	0	AFP FactCheck	AFRICA	20 November 2020	https://factcheck.afp.com/hoax-tweets-falsely-claim-support-biden-obama-ugandan-presidential-challenger		
112	South African health and beauty retailer Clicks was giving away free sanitary pads in 2020.	0	AFP FactCheck	AFRICA	19 November 2020	https://factcheck.afp.com/south-african-pharmacy-chain-clicks-denies-offering-free-sanitary-pads-running-promotion		
113	Africa’s richest man, Aliko Dangote, gave away money, food and other assistance to 10,000 youths who have lost loved ones to the Covid-19 pandemic. 	0	AFP FactCheck	AFRICA	18 November 2020	https://factcheck.afp.com/scam-alert-africas-richest-man-not-running-facebook-giveaway-youths-affected-covid-19		
114	Zimbabwean businessman and socialite Genius “Ginimbi” Kadungure, who died in a car crash, bought his own coffin adorned with a green guitar a week before his death.	0	AFP FactCheck	AFRICA	17 November 2020	https://factcheck.afp.com/no-zimbabwean-businessman-ginimbi-did-not-buy-his-coffin-week-he-died		
115	The capital of Eritrea was hit by rockets fired from Ethiopia’s rebellious northern Tigray region on November 14, 2020.	0	AFP FactCheck	AFRICA	16 November 2020	https://factcheck.afp.com/image-shows-factory-blast-china-not-missiles-hitting-eritreas-capital		
116	Following an operation that enabled the commando army to seize one of TPLF’s buildings, many Tigray People’s Liberation Front (TPLF) mafia members have been caught fleeing with bags and boxes of money.	0	AFP FactCheck	AFRICA	12 November 2020	https://factcheck.afp.com/image-shows-cash-seized-brazilian-politician-2017-not-tigray-officials		
117	After Ethiopia’s government announced it had stripped immunity from prosecution for officials of the Tigray People’s Liberation Front (TPLF), a leader of the Tigray region’s dissident ruling party was arrested in handcuffs by the Ethiopian army. 	0	AFP FactCheck	AFRICA	18 December 2020	https://factcheck.afp.com/image-shows-former-head-rwandas-presidential-guard-being-arrested-not-tplf-leader		
118	As Britain became the first Western country to roll out a mass coronavirus vaccine campaign, Bill Gates and Robert F Kennedy Jr had warned the jabs can change a person's DNA.	0	AFP FactCheck	AFRICA	10 December 2020	https://factcheck.afp.com/vaccines-dont-change-your-dna		
119	Canadian Prime Minister Justin Trudeau signed an executive order allowing Nigerian professionals a limited period in which to apply for extended “E-visas”.	0	AFP FactCheck	AFRICA	10 December 2020	https://factcheck.afp.com/canadian-prime-minister-did-not-sign-executive-order-granting-special-e-visas-nigerians		
120	The US declared the dissident group Tigray People’s Liberation Front (TPLF) in Ethiopia’s Tigray region a terrorist entity.	0	AFP FactCheck	AFRICA	08 December 2020	https://factcheck.afp.com/us-has-not-assigned-terrorist-status-dissident-group-ethiopias-tigray-region		
121	both McDonald’s and Coca-Cola have announced plans to cease hiring white people in leadership position	0	AFP FactCheck	AFRICA	06 May 2021	https://factcheck.afp.com/mcdonalds-and-coca-cola-have-not-announced-plans-stop-hiring-white-people-top-positions		
122	UK-based supporters of Ugandan presidential candidate Bobi Wine was dispersed by police while demonstrating outside their country’s embassy.	0	AFP FactCheck	AFRICA	27 November 2020	https://factcheck.afp.com/video-shows-protest-south-africa-not-bobi-wine-supporters-uk		
123	Microsoft founder Bill Gates said there will be 700,000 “victims” of death or disability from a Covid-19 vaccine. 	0	AFP FactCheck	AFRICA	27 November 2020	https://factcheck.afp.com/bill-gates-was-talking-about-side-effects-and-did-not-say-700000-people-would-be-killed-or		
124	US president-elect Joe Biden on bended kneeled apologise to the “daughter of George Floyd,” a black man whose death in police custody sparked widespread demonstrations.	0	AFP FactCheck	AFRICA	27 November 2020	https://factcheck.afp.com/image-shows-joe-biden-kneeling-speak-boy-detroit-not-george-floyds-daughter		
125	Rwandan President Paul Kagame expressed support for his Ugandan counterpart.	0	AFP FactCheck	AFRICA	20 January 2021	https://factcheck.afp.com/false-statement-attributed-paul-kagame-his-ugandan-counterpart		
126	Barcodes with prefixes 729 and 871 mean that a product is made in Israel	0	AFP FactCheck	MIDDLE EAST	02 June 2021	https://factcheck.afp.com/social-media-posts-share-misleading-claim-barcode-prefixes-can-show-if-product-made-israel		
127	Indians celebrated the creation of a new base for Palestinian militant group Hamas in the Indian state of Kerala.	0	AFP FactCheck	MIDDLE EAST	31 May 2021	https://factcheck.afp.com/video-does-not-show-celebrations-new-hamas-base-indian-state		
128	the Cairo Tower lit up with the colours of the Palestinian flag, a display of a show of solidarity following the recent Israeli-Palestinian fighting	0	AFP FactCheck	MIDDLE EAST	4 June 2021	https://factcheck.afp.com/palestinian-flag-colours-were-not-displayed-cairo-tower		
129	The BBC, the United Kingdom’s national broadcaster, bowed to pressure from Israel and removed its Middle East correspondent Jeremy Bowen from Gaza.	0	AFP FactCheck	MIDDLE EAST	26 May 2021	https://factcheck.afp.com/posts-falsely-claim-bbc-removed-middle-east-correspondent-jeremy-bowen-after-pressure-israel		
130	Turkish soldiers arrived in the Palestinian territories as tensions between Israel and Islamist group Hamas escalated into deadly violence in May 2021.	0	AFP FactCheck	MIDDLE EAST	24 May 2021	https://factcheck.afp.com/photo-turkish-warships-predates-recent-israeli-palestinian-unrest		
131	Israel named a fighter jet after Indian woman killed in a Hamas rocket strike in May 2021.	0	AFP FactCheck	MIDDLE EAST	21 May 2021	https://factcheck.afp.com/doctored-photo-falsely-claims-israel-named-fighter-jet-after-indian-woman-killed-airstrike-0		
132	Pope Francis kissed the hands of American banker David Rockefeller and a member of the wealthy Rothschild family in 2021.	0	AFP FactCheck	MIDDLE EAST	21 May 2021	https://factcheck.afp.com/image-shows-pope-francis-holocaust-survivors-0		
133	Portuguese football star Cristiano Ronaldo sent a video message to Palestinians expressing solidarity with their plight.	0	AFP FactCheck	MIDDLE EAST	20 May 2021	https://factcheck.afp.com/video-2016-shows-cristiano-ronaldo-recording-message-hope-children-syria		
134	In 2021, Israeli Prime Minister Benjamin Netanyahu said in a speech that his country owed Islamist movement Hamas a huge debt of gratitude for uniting the Jews. He also vowed to stop firing at the Gaza strip “forever” if Hamas ceased its rocket attacks. 	0	AFP FactCheck	MIDDLE EAST	14 May 2021	https://factcheck.afp.com/fictional-blog-post-2014-falsely-attributed-israels-pm		
135	Dubai ruler Sheikh Mohammed told the BBC in 2014 that his great-grandson will be “back on a camel”, implying that the wealthy emirate's development is diminishing. 	0	AFP FactCheck	MIDDLE EAST	12 March 2021	https://factcheck.afp.com/sheikh-mohammed-did-not-say-great-grandson-will-be-back-camel-2014-interview		
136	The US government declared former US President Barack Obama a “funder of Al-Qaeda”. 	0	AFP FactCheck	MIDDLE EAST	22 January 2021	https://factcheck.afp.com/us-government-document-shared-alongside-false-claim-obama-funded-al-qaeda		
137	People in Saudi Arabia are aiming infrared thermometers at people’s hands rather than their foreheads because “laser light” can damage the brain.	0	AFP FactCheck	MIDDLE EAST	12 August 2020	https://factcheck.afp.com/infrared-thermometers-are-safe-and-do-not-cause-cancer-health-officials-say		
138	In Aug 2020, a devastating blast at Beirut’s port was nuclear.	0	AFP FactCheck	MIDDLE EAST	07 August 2020	https://factcheck.afp.com/beirut-blast-was-not-nuclear-explosion		
139	Tweets from the Israeli prime minister’s official Twitter account indicated the country was responsible for a massive explosion that devastated Beirut in 2020.	0	AFP FactCheck	MIDDLE EAST	05 August 2020	https://factcheck.afp.com/tweets-israeli-pms-account-referred-syria-strikes-not-beirut-blast		
140	Palestine was removed from Google Maps and Apple Maps in 2020.	0	AFP FactCheck	MIDDLE EAST	21 July 2020	https://factcheck.afp.com/misleading-claim-circulates-online-google-and-apple-removed-label-palestine-maps		
141	Israel reported zero deaths from the novel coronavirus, which causes the disease COVID-19. Israeli citizens have protected themselves from COVID-19 by drinking a remedy of hot water, lemon and baking soda, which purportedly “kills” the virus. 	0	AFP FactCheck	MIDDLE EAST	23 June 2020	https://factcheck.afp.com/false-social-media-posts-claim-israel-has-reported-zero-deaths-covid-19-due-baking-soda-remedy		
142	Saddam Hussein stated that the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s.	0	AFP FactCheck	MIDDLE EAST	29 March 2020	https://factcheck.afp.com/video-does-not-show-saddam-hussein-making-reference-covid-19		
143	An announcement from US supermarket chain Publix said that it will no longer carry Ben & Jerry's because of the ice cream company's decision to stop sales in occupied Palestinian territories.	0	AFP FactCheck	MIDDLE EAST	23 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FR69F-1		
144	An Ethiopian military helicopter was shot down by Tigrayan rebels on November 11, 2021.	0	AFP FactCheck	MIDDLE EAST	15 November 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9RP4UC-1		
145	An export harbour was set ablaze during riots in South Africa in July 2021.	0	AFP FactCheck	MIDDLE EAST	20 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FE9JA-1		
146	Portuguese footballer Cristiano Ronaldo refused to shake hands with Israel’s president. Ronaldo's gesture was an attempt to show support for Palestinian Muslims after the conflict escalated between Israel and Hamas. 	0	AFP FactCheck	MIDDLE EAST	01 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DM98W-1		
147	Israeli soldiers arrested a Palestinian child in Gaza in May 2021. 	0	AFP FactCheck	MIDDLE EAST	29 June 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DC8QW-1		
148	Malaysia can perform the hajj pilgrimage during the pandemic while Indonesia has cancelled the hajj.	0	AFP FactCheck	MIDDLE EAST	25 June 2021	https://factcheck.afp.com/malaysia-gets-additional-hajj-quota-only-after-pandemic-situation-fully-recovers		
149	A gas explosion happened in China’s northwestern Hubei province in June 2021.	0	AFP FactCheck	MIDDLE EAST	20 June 2021	https://factcheck.afp.com/old-video-2020-beirut-blast-circulates-false-posts-about-gas-explosion-china		
150	Israel air defence shot down dozens of Turkish & Iranian fighter jets in the skies during deadly fighting in Gaza in May 2021.	0	AFP FactCheck	MIDDLE EAST	14 June 2021	https://factcheck.afp.com/false-posts-share-hoax-israeli-strike-footage-taken-video-game		
