id	pre_cutoff	date	label	region	source	original_language	statement	link
204	True	9 October 2020	0	EUROPE	AFP FactCheck	English	British Prime Minister Boris Johnson and US Secretary of State Mike Pompeo have expressed support for the secession of Biafra -- a collection of states from southeast Nigeria -- from the rest of the country	https://factcheck.afp.com/false-quotes-claim-boris-johnson-and-mike-pompeo-express-support-nigerian-separatists
205	True	13 May 2021	0	EUROPE	AFP FactCheck	English	a study by US-based scientists analysed spike proteins of the novel coronavirus. The study is evidence that some Covid-19 vaccines could be harmful.	https://factcheck.afp.com/posts-misrepresent-us-study-dangers-coronavirus-spike-protein
206	True	23 April 2021	0	EUROPE	AFP FactCheck	English	the US Supreme Court “overturned” mandatory vaccination following a lawsuit filed by attorney Robert F. Kennedy Jr.	https://factcheck.afp.com/us-supreme-court-did-not-rule-against-mandatory-vaccination
207	True	23 April 2021	0	EUROPE	AFP FactCheck	English	the Russian government has required polygamy for its male citizens	https://factcheck.afp.com/false-claim-circulates-social-media-russia-requires-male-citizens-have-more-one-wife
208	True	31 May 2021	0	EUROPE	AFP FactCheck	English	British naturalist David Attenborough criticised Israel's role in the conflict with Palestinian armed groups.	https://factcheck.afp.com/david-attenborough-subject-fabricated-quote-israel-hamas-conflict
209	True	29 May 2020	0	EUROPE	AFP FactCheck	English	"seven countries, including the United States, Spain, Italy and the United Kingdom, have ""survival rates"" of more than 99.9 percent for people who contract the novel coronavirus"	https://factcheck.afp.com/coronavirus-survival-rates-remain-unknown-experts-say
210	True	18 May 2021	0	EUROPE	AFP FactCheck	English	photos showing President Muhammadu Buhari meeting his French counterpart Emmanuel Macron in Paris on May 17, 2021, were manipulated	https://factcheck.afp.com/nigerian-separatist-leader-falsely-claims-photos-president-meeting-french-counterpart-are-doctored
211	True	23 April 2021	0	EUROPE	AFP FactCheck	English	Swedish climate activist Greta Thunberg urged Chinese people to stop using traditional chopsticks in order to save trees	https://factcheck.afp.com/greta-thunberg-did-not-urge-chinese-people-stop-using-chopsticks-save-trees-0
212	True	09 April 2021	0	EUROPE	AFP FactCheck	English	prestigious British university may pull sheet music from the curriculum due to its ties to white supremacy	https://factcheck.afp.com/oxford-university-not-canceling-sheet-music
213	True	31 March 2021	0	EUROPE	AFP FactCheck	English	France will ban the halal slaughter of chicken	https://factcheck.afp.com/france-did-not-ban-halal-slaughter-poultry
214	True	11 March 2021	0	EUROPE	AFP FactCheck	English	Denmark has passed a new law that prohibits Muslims from voting in the elections	https://factcheck.afp.com/social-media-posts-falsely-claim-denmark-passed-law-banning-its-muslim-voters
215	True	19 February 2021	0	EUROPE	AFP FactCheck	English	Germany’s renewable energy supply failed after snow covered solar panels and wind turbines froze	https://factcheck.afp.com/german-solar-wind-power-did-not-fail-cold-weather
216	True	19 February 2021	0	EUROPE	AFP FactCheck	English	"Italian law enforcement ""arrested scores of paedophile cardinals"" in Vatican City"	https://factcheck.afp.com/fabricated-report-falsely-claims-italian-police-arrested-scores-paedophile-cardinals-vatican
217	True	29 January 2021	0	EUROPE	AFP FactCheck	English	tests on a stolen sample of an unspecified vaccine showed it is radioactive enough to cause “disease and genetic damage,” and speculates that it could contain radium. 	https://factcheck.afp.com/radioactive-vaccine-was-not-stolen-german-medical-institute
218	True	14 January 2021	0	EUROPE	AFP FactCheck	English	Pope Francis was arrested on January 9, 2021 on 80 count indictment for Child Trafficking, Fraud	https://factcheck.afp.com/no-pope-was-not-arrested-child-trafficking
219	True	08 January 2021	0	EUROPE	AFP FactCheck	English	Austria has banned Muslims from engaging in politics	https://factcheck.afp.com/controversial-austrian-bill-does-not-involve-banning-muslims-politics
220	True	9 December 2020	0	EUROPE	AFP FactCheck	English	Pfizer researcher found that the company’s Covid-19 vaccine will lead to infertility in women 	https://factcheck.afp.com/covid-19-vaccine-not-shown-cause-female-sterilization
221	True	23 November 2020	0	EUROPE	AFP FactCheck	English	Dominion Voting had servers confiscated in Germany by the US military	https://factcheck.afp.com/dominion-voting-servers-were-not-seized-germany
222	True	28 October 2020	0	EUROPE	AFP FactCheck	English	French football player Paul Pogba has retired from the international game in protest against French President Emmanuel Macron’s recent comments about radical Islam. 	https://factcheck.afp.com/paul-pogba-has-not-quit-frances-national-football-team-over-presidents-remarks-islam
223	True	15 October 2020	0	EUROPE	AFP FactCheck	English	"controversial quotes made by Russian President Vladimir Putin criticising the lifestyle of  ""rich Africans""."	https://factcheck.afp.com/no-evidence-behind-claims-vladimir-putin-made-statement-criticising-rich-africans
224	True	16 September 2020	0	EUROPE	AFP FactCheck	English	the word “hangover” is derived from the historic practice frequented by British sailors during the reign of Queen Victoria, who bought “access to bend over a rope” after a heavy night of drinking 	https://factcheck.afp.com/false-claim-circulates-online-hangover-term-derived-historic-practice-sleeping-rope
225	True	11 September 2020	0	EUROPE	AFP FactCheck	English	Swiss authorities have “officially confirmed” that the polymerase chain reaction (PCR) test used to diagnose novel coronavirus is “fake”	https://factcheck.afp.com/hoax-circulates-online-switzerland-has-officially-confirmed-coronavirus-tests-are-fake
226	True	12 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	The novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai	https://factcheck.afp.com/false-claim-beijing-and-shanghai-are-untouched-covid-19
227	True	20 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Singapore introduced fines of up to SGD$150 for anyone not wearing a face mask outdoors during the COVID-19 pandemic.	https://factcheck.afp.com/misinformation-about-fines-singapore-circulated-online-face-masks-made-mandatory-public
228	True	19 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Australian supermarkets banned Chinese nationals during COVID-19 pandemic.	https://factcheck.afp.com/myth-spreads-online-australian-supermarkets-have-banned-chinese-nationals-during-covid-19-pandemic
229	True	15 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	The secretary of Pope Francis held a “blessing ceremony” for US President Trump at the White House during the COVID-19 pandemic.	https://factcheck.afp.com/video-shows-president-trump-us-pastor-white-house-event-september-2017
230	True	15 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	The Indian government outlawed social media posts about the novel coronavirus pandemic through a piece of national legislation called the Disaster Management Act.	https://factcheck.afp.com/new-hoax-circulates-online-india-has-outlawed-social-media-posts-about-covid-19
231	True	24 April 2020	0	ASIA-PACIFIC	AFP FactCheck	English	COVID-19 is linked to the global rollout of 5G networks	https://factcheck.afp.com/no-evidence-5g-radiation-harmful-human-health-experts-say
232	True	14 May 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Wearing a face mask for an extended period of time could cause hypercapnia, a condition caused by a buildup of carbon dioxide in the blood.	https://factcheck.afp.com/myth-circulates-online-prolonged-use-face-masks-can-cause-hypercapnia
233	True	11 May 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Flu vaccines can make people more vulnerable to infections.	https://factcheck.afp.com/misleading-claim-circulates-flu-vaccines-make-people-more-vulnerable-infections
234	True	08 May 2020	0	ASIA-PACIFIC	AFP FactCheck	English	The World Health Organization (WHO) reported that no vegetarian has contracted the novel coronavirus.	https://factcheck.afp.com/hoax-circulates-not-single-vegetarian-has-contracted-covid-19-according-who
235	True	23 June 2020	0	ASIA-PACIFIC	AFP FactCheck	English	COVID-19 means “see a sheep surrender” in Latin.	https://factcheck.afp.com/hoax-circulates-about-latin-translation-covid-19
236	True	18 June 2020	0	ASIA-PACIFIC	AFP FactCheck	English	"A banner displaying the words ""FIGHT TO WIN"" was erected by China in the Indian territory of Ladakh."	https://factcheck.afp.com/photo-has-circulated-reports-2012-about-indian-army-banner-ladakh
237	True	17 June 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Android users in Australia have been automatically signed up to COVIDSafe, the government's COVID-19 contact tracing app, through an application programming interface (API) operated by Google.	https://factcheck.afp.com/false-claim-circulates-android-users-australia-have-been-automatically-signed-covidsafe-app
238	True	09 June 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Australian Prime Minister Scott Morrison posted a tweet claiming that he is “glad we don’t have any racism here in Australia”.	https://factcheck.afp.com/misinformation-circulates-after-parody-account-australian-prime-minister-scott-morrison-tweets-about
239	True	14 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	"A herbal drink made from a ""snake grass"" plant, also known as ""clinacanthus nutans"", can kill cancer cells ""in 24 hours""."	https://factcheck.afp.com/there-no-evidence-snake-grass-can-kill-cancer-cells-experts-say
240	True	13 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Hong Kong actor Jackie Chan offered cash handouts to people affected by the COVID-19 pandemic.	https://factcheck.afp.com/hoax-circulates-facebook-jackie-chan-offering-cash-handouts-during-covid-19-pandemic
241	True	17 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	"Drinking coconut water diluted with potassium aluminium sulphate, a chemical compound commonly used in water purification, can ""dissolve kidney stones"". "	https://factcheck.afp.com/misinformation-recirculates-online-thailand-about-cure-kidney-stones
242	True	23 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Thermometer guns cause “damage” to the brain because they contain infrared radiation.	https://factcheck.afp.com/thermometer-guns-are-safe-use-health-experts-say
243	True	22 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	"US space agency NASA has added a 13th star sign named ""Ophiuchus"" to the zodiac."	https://factcheck.afp.com/old-hoax-resurfaces-online-about-nasa-adding-13th-zodiac-sign-ophiuchus
244	True	02 September 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Face masks can cause fungal lung infections.	https://factcheck.afp.com/face-masks-do-not-cause-fungal-lung-infections-if-handled-correctly-health-experts-say
245	True	30 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	New Zealand's prime minister, Jacinda Ardern, authorised the military to enter private residences in order to enforce COVID-19 quarantine measures. 	https://factcheck.afp.com/misleading-claim-spreads-online-new-zealand-has-authorised-troops-enter-homes-enforce-covid-19
246	True	30 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	The US Centers for Disease Control and Prevention (CDC) stated in 1958 that smoking did not cause cancer.	https://factcheck.afp.com/smoking-had-been-identified-causative-factor-lung-cancer-1958-us-health-authority-says
247	True	29 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Wearing a face mask compromises a person's immune system.	https://factcheck.afp.com/wearing-face-mask-does-not-compromise-your-immune-system-health-experts-say
248	True	28 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	"Staff from the US consulate in China’s Chengdu ""cheered for China"" after Beijing closed its premises on July 24, 2020."	https://factcheck.afp.com/false-claim-circulates-photo-shows-us-consulate-staff-chengdu-cheering-china-after-beijing-ordered
249	True	28 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Publishing the Lord’s Prayer on Facebook violates the platform’s policies. 	https://factcheck.afp.com/facebook-dismisses-hoax-it-has-banned-users-sharing-lords-prayer
250	True	28 July 2020	0	ASIA-PACIFIC	AFP FactCheck	English	Typing the word “gratula” into a comments section on Facebook will help to verify whether your account’s security is “safe”. 	https://factcheck.afp.com/commenting-word-gratula-facebook-does-not-verify-your-account-safe-company-says
251	True	26 October 2020	0	AFRICA	AFP FactCheck	English	The Guardian website in Britain showed a news story about the European Union (EU) ordering Ethiopia to release all political prisoners, including jailed opposition leader Jawar Mohammed. 	https://factcheck.afp.com/no-recent-statements-ethiopia-have-been-issued-eu-doctored-image-claims
252	True	23 October 2020	0	AFRICA	AFP FactCheck	English	Nigerian President Muhammadu Buhari died on January 21, 2017, and was secretly buried in his home state of Katsina in northwest Nigeria.	https://factcheck.afp.com/rumours-nigerian-leaders-death-spread-again-wake-slow-response-endsars-protests
253	True	21 October 2020	0	AFRICA	AFP FactCheck	English	Former US Secretary of State Hillary Clinton once shook hands with late al-Qaeda leader Osama bin Laden.	https://factcheck.afp.com/picture-photoshop-contest-it-does-not-show-actual-meeting-between-hillary-clinton-and-osama-bin
254	True	04 November 2020	0	AFRICA	AFP FactCheck	English	Russian President Vladimir Putin made comments backing Ethiopia in its dispute with neighbours over the mega-dam it has built on the Nile river. 	https://factcheck.afp.com/no-evidence-behind-claims-putin-vowed-back-ethiopia-nile-dam-dispute
255	True	02 November 2020	0	AFRICA	AFP FactCheck	English	The World Health Organization’s (WHO) director-general Tedros Adhanom Ghebreyesus said he had tested positive for Covid-19.	https://factcheck.afp.com/who-head-did-not-say-he-tested-positive-covid-19-only-he-was-quarantining-after-contact-tested
256	True	29 October 2020	0	AFRICA	AFP FactCheck	English	Nigeria’s former finance minister, Ngozi Okonjo-Iweala, has been named as the new director-general of the World Trade Organization (WTO).	https://factcheck.afp.com/again-nigerias-okonjo-iweala-has-not-yet-been-appointed-head-wto
257	True	5 May 0202	0	AFRICA	AFP FactCheck	English	Boko Haram insurgents hoised their flag in Niger state, close to Nigeria’s capital Abuja	https://factcheck.afp.com/2011-video-shows-rebels-during-libyas-war-not-boko-haram-fighters-nigeria
258	True	28 October 2020	0	AFRICA	AFP FactCheck	English	The US has announced permanent “E-visas” for Kenya and Liberia.	https://factcheck.afp.com/hoax-embassy-pages-falsely-claim-trump-made-visa-announcements-kenya-and-liberia
259	True	24 November 2020	0	AFRICA	AFP FactCheck	English	US President Donald Trump made defamatory comments about Africans, asking “are you humans?”.	https://factcheck.afp.com/president-donald-trump-did-not-ask-africans-are-you-humans
260	True	23 November 2020	0	AFRICA	AFP FactCheck	English	The Nigerian government gave US President Donald Trump 72 hours to concede the 2020 presidential election to former vice-president Joe Biden. 	https://factcheck.afp.com/nigeria-did-not-give-us-president-donald-trump-deadline-concede-election-or-face-sanctions
261	True	20 November 2020	0	AFRICA	AFP FactCheck	English	US president-elect Joe Biden and former president Barack Obama tweeted to call for the release of Ugandan opposition politician Bobi Wine who was detained on November 18, 2020. 	https://factcheck.afp.com/hoax-tweets-falsely-claim-support-biden-obama-ugandan-presidential-challenger
262	True	19 November 2020	0	AFRICA	AFP FactCheck	English	South African health and beauty retailer Clicks was giving away free sanitary pads in 2020.	https://factcheck.afp.com/south-african-pharmacy-chain-clicks-denies-offering-free-sanitary-pads-running-promotion
263	True	18 November 2020	0	AFRICA	AFP FactCheck	English	Africa’s richest man, Aliko Dangote, gave away money, food and other assistance to 10,000 youths who have lost loved ones to the Covid-19 pandemic. 	https://factcheck.afp.com/scam-alert-africas-richest-man-not-running-facebook-giveaway-youths-affected-covid-19
264	True	17 November 2020	0	AFRICA	AFP FactCheck	English	Zimbabwean businessman and socialite Genius “Ginimbi” Kadungure, who died in a car crash, bought his own coffin adorned with a green guitar a week before his death.	https://factcheck.afp.com/no-zimbabwean-businessman-ginimbi-did-not-buy-his-coffin-week-he-died
265	True	16 November 2020	0	AFRICA	AFP FactCheck	English	The capital of Eritrea was hit by rockets fired from Ethiopia’s rebellious northern Tigray region on November 14, 2020.	https://factcheck.afp.com/image-shows-factory-blast-china-not-missiles-hitting-eritreas-capital
266	True	12 November 2020	0	AFRICA	AFP FactCheck	English	Following an operation that enabled the commando army to seize one of TPLF’s buildings, many Tigray People’s Liberation Front (TPLF) mafia members have been caught fleeing with bags and boxes of money.	https://factcheck.afp.com/image-shows-cash-seized-brazilian-politician-2017-not-tigray-officials
267	True	18 December 2020	0	AFRICA	AFP FactCheck	English	After Ethiopia’s government announced it had stripped immunity from prosecution for officials of the Tigray People’s Liberation Front (TPLF), a leader of the Tigray region’s dissident ruling party was arrested in handcuffs by the Ethiopian army. 	https://factcheck.afp.com/image-shows-former-head-rwandas-presidential-guard-being-arrested-not-tplf-leader
268	True	10 December 2020	0	AFRICA	AFP FactCheck	English	As Britain became the first Western country to roll out a mass coronavirus vaccine campaign, Bill Gates and Robert F Kennedy Jr had warned the jabs can change a person's DNA.	https://factcheck.afp.com/vaccines-dont-change-your-dna
269	True	10 December 2020	0	AFRICA	AFP FactCheck	English	Canadian Prime Minister Justin Trudeau signed an executive order allowing Nigerian professionals a limited period in which to apply for extended “E-visas”.	https://factcheck.afp.com/canadian-prime-minister-did-not-sign-executive-order-granting-special-e-visas-nigerians
270	True	08 December 2020	0	AFRICA	AFP FactCheck	English	The US declared the dissident group Tigray People’s Liberation Front (TPLF) in Ethiopia’s Tigray region a terrorist entity.	https://factcheck.afp.com/us-has-not-assigned-terrorist-status-dissident-group-ethiopias-tigray-region
271	True	06 May 2021	0	AFRICA	AFP FactCheck	English	both McDonald’s and Coca-Cola have announced plans to cease hiring white people in leadership position	https://factcheck.afp.com/mcdonalds-and-coca-cola-have-not-announced-plans-stop-hiring-white-people-top-positions
272	True	27 November 2020	0	AFRICA	AFP FactCheck	English	UK-based supporters of Ugandan presidential candidate Bobi Wine was dispersed by police while demonstrating outside their country’s embassy.	https://factcheck.afp.com/video-shows-protest-south-africa-not-bobi-wine-supporters-uk
273	True	27 November 2020	0	AFRICA	AFP FactCheck	English	Microsoft founder Bill Gates said there will be 700,000 “victims” of death or disability from a Covid-19 vaccine. 	https://factcheck.afp.com/bill-gates-was-talking-about-side-effects-and-did-not-say-700000-people-would-be-killed-or
274	True	27 November 2020	0	AFRICA	AFP FactCheck	English	US president-elect Joe Biden on bended kneeled apologise to the “daughter of George Floyd,” a black man whose death in police custody sparked widespread demonstrations.	https://factcheck.afp.com/image-shows-joe-biden-kneeling-speak-boy-detroit-not-george-floyds-daughter
275	True	20 January 2021	0	AFRICA	AFP FactCheck	English	Rwandan President Paul Kagame expressed support for his Ugandan counterpart.	https://factcheck.afp.com/false-statement-attributed-paul-kagame-his-ugandan-counterpart
276	True	02 June 2021	0	MIDDLE EAST	AFP FactCheck	English	Barcodes with prefixes 729 and 871 mean that a product is made in Israel	https://factcheck.afp.com/social-media-posts-share-misleading-claim-barcode-prefixes-can-show-if-product-made-israel
277	True	31 May 2021	0	MIDDLE EAST	AFP FactCheck	English	Indians celebrated the creation of a new base for Palestinian militant group Hamas in the Indian state of Kerala.	https://factcheck.afp.com/video-does-not-show-celebrations-new-hamas-base-indian-state
278	True	4 June 2021	0	MIDDLE EAST	AFP FactCheck	English	the Cairo Tower lit up with the colours of the Palestinian flag, a display of a show of solidarity following the recent Israeli-Palestinian fighting	https://factcheck.afp.com/palestinian-flag-colours-were-not-displayed-cairo-tower
279	True	26 May 2021	0	MIDDLE EAST	AFP FactCheck	English	The BBC, the United Kingdom’s national broadcaster, bowed to pressure from Israel and removed its Middle East correspondent Jeremy Bowen from Gaza.	https://factcheck.afp.com/posts-falsely-claim-bbc-removed-middle-east-correspondent-jeremy-bowen-after-pressure-israel
280	True	24 May 2021	0	MIDDLE EAST	AFP FactCheck	English	Turkish soldiers arrived in the Palestinian territories as tensions between Israel and Islamist group Hamas escalated into deadly violence in May 2021.	https://factcheck.afp.com/photo-turkish-warships-predates-recent-israeli-palestinian-unrest
281	True	21 May 2021	0	MIDDLE EAST	AFP FactCheck	English	Israel named a fighter jet after Indian woman killed in a Hamas rocket strike in May 2021.	https://factcheck.afp.com/doctored-photo-falsely-claims-israel-named-fighter-jet-after-indian-woman-killed-airstrike-0
282	True	21 May 2021	0	MIDDLE EAST	AFP FactCheck	English	Pope Francis kissed the hands of American banker David Rockefeller and a member of the wealthy Rothschild family in 2021.	https://factcheck.afp.com/image-shows-pope-francis-holocaust-survivors-0
283	True	20 May 2021	0	MIDDLE EAST	AFP FactCheck	English	Portuguese football star Cristiano Ronaldo sent a video message to Palestinians expressing solidarity with their plight.	https://factcheck.afp.com/video-2016-shows-cristiano-ronaldo-recording-message-hope-children-syria
284	True	14 May 2021	0	MIDDLE EAST	AFP FactCheck	English	In 2021, Israeli Prime Minister Benjamin Netanyahu said in a speech that his country owed Islamist movement Hamas a huge debt of gratitude for uniting the Jews. He also vowed to stop firing at the Gaza strip “forever” if Hamas ceased its rocket attacks. 	https://factcheck.afp.com/fictional-blog-post-2014-falsely-attributed-israels-pm
285	True	12 March 2021	0	MIDDLE EAST	AFP FactCheck	English	Dubai ruler Sheikh Mohammed told the BBC in 2014 that his great-grandson will be “back on a camel”, implying that the wealthy emirate's development is diminishing. 	https://factcheck.afp.com/sheikh-mohammed-did-not-say-great-grandson-will-be-back-camel-2014-interview
286	True	22 January 2021	0	MIDDLE EAST	AFP FactCheck	English	The US government declared former US President Barack Obama a “funder of Al-Qaeda”. 	https://factcheck.afp.com/us-government-document-shared-alongside-false-claim-obama-funded-al-qaeda
287	True	12 August 2020	0	MIDDLE EAST	AFP FactCheck	English	People in Saudi Arabia are aiming infrared thermometers at people’s hands rather than their foreheads because “laser light” can damage the brain.	https://factcheck.afp.com/infrared-thermometers-are-safe-and-do-not-cause-cancer-health-officials-say
288	True	07 August 2020	0	MIDDLE EAST	AFP FactCheck	English	In Aug 2020, a devastating blast at Beirut’s port was nuclear.	https://factcheck.afp.com/beirut-blast-was-not-nuclear-explosion
289	True	05 August 2020	0	MIDDLE EAST	AFP FactCheck	English	Tweets from the Israeli prime minister’s official Twitter account indicated the country was responsible for a massive explosion that devastated Beirut in 2020.	https://factcheck.afp.com/tweets-israeli-pms-account-referred-syria-strikes-not-beirut-blast
290	True	21 July 2020	0	MIDDLE EAST	AFP FactCheck	English	Palestine was removed from Google Maps and Apple Maps in 2020.	https://factcheck.afp.com/misleading-claim-circulates-online-google-and-apple-removed-label-palestine-maps
291	True	23 June 2020	0	MIDDLE EAST	AFP FactCheck	English	Israel reported zero deaths from the novel coronavirus, which causes the disease COVID-19. Israeli citizens have protected themselves from COVID-19 by drinking a remedy of hot water, lemon and baking soda, which purportedly “kills” the virus. 	https://factcheck.afp.com/false-social-media-posts-claim-israel-has-reported-zero-deaths-covid-19-due-baking-soda-remedy
292	True	29 March 2020	0	MIDDLE EAST	AFP FactCheck	English	Saddam Hussein stated that the US threatened to spread the novel coronavirus, COVID-19, in Iraq during a meeting in the 1990s.	https://factcheck.afp.com/video-does-not-show-saddam-hussein-making-reference-covid-19
293	True	23 July 2021	0	MIDDLE EAST	AFP FactCheck	English	An announcement from US supermarket chain Publix said that it will no longer carry Ben & Jerry's because of the ice cream company's decision to stop sales in occupied Palestinian territories.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FR69F-1
294	True	15 November 2021	0	MIDDLE EAST	AFP FactCheck	English	An Ethiopian military helicopter was shot down by Tigrayan rebels on November 11, 2021.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9RP4UC-1
295	True	20 July 2021	0	MIDDLE EAST	AFP FactCheck	English	An export harbour was set ablaze during riots in South Africa in July 2021.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FE9JA-1
296	True	01 July 2021	0	MIDDLE EAST	AFP FactCheck	English	Portuguese footballer Cristiano Ronaldo refused to shake hands with Israel’s president. Ronaldo's gesture was an attempt to show support for Palestinian Muslims after the conflict escalated between Israel and Hamas. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DM98W-1
297	True	29 June 2021	0	MIDDLE EAST	AFP FactCheck	English	Israeli soldiers arrested a Palestinian child in Gaza in May 2021. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DC8QW-1
298	True	25 June 2021	0	MIDDLE EAST	AFP FactCheck	English	Malaysia can perform the hajj pilgrimage during the pandemic while Indonesia has cancelled the hajj.	https://factcheck.afp.com/malaysia-gets-additional-hajj-quota-only-after-pandemic-situation-fully-recovers
299	True	20 June 2021	0	MIDDLE EAST	AFP FactCheck	English	A gas explosion happened in China’s northwestern Hubei province in June 2021.	https://factcheck.afp.com/old-video-2020-beirut-blast-circulates-false-posts-about-gas-explosion-china
300	True	14 June 2021	0	MIDDLE EAST	AFP FactCheck	English	Israel air defence shot down dozens of Turkish & Iranian fighter jets in the skies during deadly fighting in Gaza in May 2021.	https://factcheck.afp.com/false-posts-share-hoax-israeli-strike-footage-taken-video-game
301	False	20 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	High Court of Australia ruled Indigenous rights referendum 'unconstitutional'.	https://factcheck.afp.com/doc.afp.com.33VA6JR
302	False	20 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	"Thailand becoming a creditor to the International Monetary Fund (IMF) was an ""achievement"" of former prime minister Prayut Chan-o-cha."	https://factcheck.afp.com/doc.afp.com.33V8368
303	False	17 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	A state-level scheme already in place in South Australia allows local Voice organisations to forcibly seize private propert.	https://factcheck.afp.com/doc.afp.com.33UX8UY
304	False	13 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	The Philippines fired at Chinese ships entering Scarborough Shoal.	https://factcheck.afp.com/doc.afp.com.33TW7ZM
305	False	12 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Australian referendum will enter voters into 'contracts' with govt.	https://factcheck.afp.com/doc.afp.com.33UL9HL
306	False	5 September 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Consuming Cissus discolor -- a plant used for traditional medicine in Southeast Asia -- can eradicate cancers including those in their final stages.	https://factcheck.afp.com/doc.afp.com.33QQ2H7
307	False	31 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	"Popular Filipino doctors Winston Kilimanjaro Creones Tiwaquen and Willie Ong -- who regularly dispense medical advice online -- both endorsed a product to ""cure burst eardrums"". "	https://factcheck.afp.com/doc.afp.com.33TJ6JX
308	False	29 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	"Thailand's southern Krasae Sin district has been converted into the kingdom's ""newest province""."	https://factcheck.afp.com/doc.afp.com.33TH78W
309	False	24 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	New mobile phone networks have led to a drop in bird populations.	https://factcheck.afp.com/doc.afp.com.33RU3AK
310	False	24 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	A Thai TikTok user was banned from entering Japan for 20 years for filming themselves dancing on a train.	https://factcheck.afp.com/doc.afp.com.33RQ6ZG
311	False	23 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	President Ferdinand Marcos is the first Philippine leader to award cash incentives to athletes who have excelled in international competitions.	https://factcheck.afp.com/doc.afp.com.33R77QG
312	False	21 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	"Using mobile phones during thunderstorms could ""attract lightning""."	https://factcheck.afp.com/doc.afp.com.33R88AL
313	False	20 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	The Election Commission of Pakistan (ECP) removed former prime minister Imran Khan's Pakistan Tehreek-e-Insaf (PTI) from a list of political parties that will take part in the country's next election.	https://factcheck.afp.com/doc.afp.com.33R72VU
314	False	14 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	"South Korean President Yoon Suk Yeol ranked third on the 2022 list of the ""World's 50 Greatest Leaders"" by the US-based Fortune Magazine."	https://factcheck.afp.com/doc.afp.com.33QW9CQ
315	False	9 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Rubbing limes on painful teeth can relieve toothaches quickly. 	https://factcheck.afp.com/doc.afp.com.33QG6RP
316	False	8 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Sangeeta Phogat -- an Indian professional wrestler who took part in protests demanding the arrest of the head of the country's top wrestling body -- was eliminated in a tournament at the Budapest Ranking Series in Hungary after she lost 0-10. 	https://factcheck.afp.com/doc.afp.com.33PW8QU
317	False	3 August 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Malaysians above the age of 65 need to undergo an eye check in order to renew their driving licence from 2024. 	https://factcheck.afp.com/doc.afp.com.33QD8HM
318	False	31 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Philippine has lowered the state pension age to 40 years old. 	https://factcheck.afp.com/doc.afp.com.33PU924
319	False	27 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Aboriginal Australians were included in the national census as far back as 1933.	https://factcheck.afp.com/doc.afp.com.33NW287
320	False	27 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Consuming coral tree leaves can cure cancer.	https://factcheck.afp.com/doc.afp.com.33MM4CQ
