ID	Statement	Label (0 is False)	Source	Region	Date	Link	Comment	Original text
9	Members of Taco Bell Rewards can get a free Breakfast Crunchwrap before 11 a.m. local time every Tuesday starting June 6th 2023.	1	USA Today	NORTH AMERICA	25 May 2023	https://www.usatoday.com/story/money/food/2023/05/25/taco-bell-free-breakfast-crunchwrap/70256888007/		
10	In May 2023, an FDA advisory panel unanimously recommended the agency allow a birth control pill to be available over the counter in the U.S. for the first time.	1	USA Today	NORTH AMERICA	10 May 2023	https://www.usatoday.com/story/news/nation/2023/05/10/fda-panel-birth-control-pill-over-the-counter-opill-perrigo/70199156007/		
11	According to a draft guidelines released in May 2023 by the United States Preventive Services Task Force, women should be screened for breast cancer every other year starting at age 40 instead of 50.	1	USA Today	NORTH AMERICA	9 May 2023	https://www.usatoday.com/story/news/health/2023/05/09/breast-cancer-mammograms-should-begin-at-age-40-new-guidelines-say/70185090007/		
12	Toronto Mayor John Tory resigned after admitting to an inappropriate relationship with a woman who had worked in his office.	1	The Toronro Star	NORTH AMERICA	10 February 2023	https://www.thestar.com/news/gta/mayor-john-tory-steps-down-from-office-after-admitting-he-had-relationship-with-staffer/article_8fee1800-df78-5a15-bc44-ea360564a468.html		
13	Toronto-born filmmaker and artist Michael Snow was dead at 94.	1	The Toronro Star	NORTH AMERICA	6 January 2023	https://www.thestar.com/entertainment/visual-arts/toronto-born-michael-snow-a-giant-in-the-art-world-dead-at-94/article_db94061f-f2c8-507d-a7c6-3ee723b2854f.html		
14	Former TIFF co-director Noah Cowan, who became a major player in the rise to global prominence of the Toronto International Film Festival, has died at the age of 55.	1	The Toronro Star	NORTH AMERICA	26 January 2023	https://www.thestar.com/entertainment/former-tiff-co-director-noah-cowan-is-dead-at-the-age-of-55/article_542b1a2d-c863-5d14-bc2b-f17f56632a58.html		
15	Toronto Mayor John Tory has announced plans to increase the police budget by almost $50 million for 2023.	1	The Toronro Star	NORTH AMERICA	3 January 2023	https://www.thestar.com/news/gta/city-hall/mayor-john-tory-wants-48-3-million-increase-in-toronto-police-budget-despite-covid-19/article_95db9d33-5c6c-58f9-8948-b41daab93244.html		
16	Michael Finlay, a longtime former CBC Radio journalist, died from medical complications a week after a random assault on a Danforth Avenue sidewalk.	1	The Toronro Star	NORTH AMERICA	1 February 2023	https://www.thestar.com/news/gta/brilliant-former-cbc-radio-journalist-dies-week-after-random-attack-on-danforth-avenue/article_e046c9a1-bb97-5a0f-8dbe-3c03f39fd6bd.html		
17	In December 2022, Shopify confirmed that it no longer intended to expand to massive new Toronto office space, citing shift toward remote-first.	1	The Toronro Star	NORTH AMERICA	14 December 2022	https://www.thestar.com/business/shopify-confirms-it-no-longer-intends-to-expand-to-massive-new-toronto-office-space-citing/article_01f1a086-96dc-50d9-a84d-4d575d892092.html		
18	In December 2022, the Senate unanimously approved legislation that would ban the use of TikTok on government phones and devices as part of the push to combat security concerns related to the Chinese-owned social media company. 	1	The Hill	NORTH AMERICA	14 December 2022	https://thehill.com/policy/technology/3775845-senate-votes-to-ban-tiktok-use-on-government-devices/		
19	In September 2022, President Biden declared the coronavirus pandemic “over” in an interview.	1	The Hill	NORTH AMERICA	18 September 2022	https://thehill.com/policy/healthcare/3649751-biden-the-pandemic-is-over/		
20	In November 2022, the Biden administration announced that it would stop accepting student loan forgiveness applications after a federal judge ruled against the program.	1	The Hill	NORTH AMERICA	11 November 2022	https://thehill.com/homenews/administration/3731003-biden-admin-stops-accepting-student-loan-forgiveness-applications/		
21	In 2022, a Connecticut jury ordered Infowars host Alex Jones to pay nearly $1 billion in damages to the family of victims of the 2012 Sandy Hook school shooting.	1	The Hill	NORTH AMERICA	12 October 2022	https://thehill.com/regulation/court-battles/3685141-jury-orders-alex-jones-to-pay-nearly-1-billion-to-families-of-sandy-hook-victims/		
22	In September 2022, the Centers for Disease Control and Prevention no longer recommended universal masking in health care settings, unless the facilities are in areas of high COVID-19 transmission.	1	The Hill	NORTH AMERICA	26 September 2022	https://thehill.com/homenews/state-watch/3661963-cdc-no-longer-recommends-universal-masking-in-health-facilities/		
23	In 2022, the Department of Defense (DOD) said that it will allow its networks to access abortion-related websites, permitting military and civilian personnel to access those sites on the agency’s computers.	1	The Hill	NORTH AMERICA	6 July 2022	https://thehill.com/policy/defense/3547898-pentagon-allows-networks-to-access-abortion-related-websites/		
24	In June 2022, a bipartisan group of 20 senators led by Sens. Chris Murphy (D-Conn.) and John Cornyn (R-Texas) announced they have agreed to “a commonsense proposal” to curb gun violence in response to the mass shooting in Uvalde, Texas, that left 21 people dead at Robb Elementary School.  	1	The Hill	NORTH AMERICA	12 June 2022	https://thehill.com/homenews/senate/3520461-senators-announce-bipartisan-agreement-on-gun-proposals/		
25	In June 2022, the Supreme Court struck down Roe v. Wade, eliminating the nearly 50-year-old constitutional right to abortion and handing states authority to drastically limit or ban the procedure.	1	The Hill	NORTH AMERICA	24 June 2022	https://thehill.com/regulation/court-battles/3523884-supreme-court-strikes-down-roe-v-wade/		
26	In Nov 2021, Salvador announced that the cancellation of public New Year's Eve parties in the city. The cities of Florianópolis and Belo Horizonte had already made a similar decision.	1	Folha de S.Paulo	LATIN AMERICA	30 November 2021	https://www1.folha.uol.com.br/internacional/en/brazil/2021/11/salvador-cancels-new-years-eve-party-rio-and-manaus-to-hold-event.shtml		
27	In 2021, according to the IBGE (Brazilian Institute of Geography and Statistics), the total number of favelas in Brazil had more than doubled in the last decade, jumping from 6,329 to 13,151.	1	Folha de S.Paulo	LATIN AMERICA	14 October 2021	https://www1.folha.uol.com.br/internacional/en/business/2021/10/in-10-years-number-of-favelas-doubled-in-brazil.shtml		
28	Marília Mendonça, who became the most listened to singer in the country when she pioneered a musical genre recognized for the machismo of its lyrics, died in a plane crash in Minas Gerais. She was 26 years old.	1	Folha de S.Paulo	LATIN AMERICA	8 November 2021	https://www1.folha.uol.com.br/internacional/en/culture/2021/11/airplane-accident-kills-marilia-mendonca-at-age-26.shtml		
29	In Dec 2021, Grupo Itapemirim announced that it temporarily suspended the operations of its airline, ITA (Itapemirim Transportes Aéreos), for an internal restructuring.	1	Folha de S.Paulo	LATIN AMERICA	20 December 2021	https://www1.folha.uol.com.br/internacional/en/business/2021/12/itapemirim-transportes-aereos-suspends-all-flights.shtml		
30	The Civil Police of Rio launched an operation to arrest suspects involved in the death of three boys who disappeared in the Castelar community, in Belford Roxo (RJ), in 2020.	1	Folha de S.Paulo	LATIN AMERICA	10 December 2021	https://www1.folha.uol.com.br/internacional/en/brazil/2021/12/rio-police-arrest-16-in-the-death-of-boys-from-belford-roxo.shtml		
31	In 2022, the Ministry of Women, Family and Human Rights, headed by Damares Alves, produced a technical note, forwarded to other ministries, in which it opposes the vaccine passport and the mandatory application of pediatric doses against Covid.	1	Folha de S.Paulo	LATIN AMERICA	28 January 2022	https://www1.folha.uol.com.br/internacional/en/scienceandhealth/2022/01/bolsonaro-minister-offers-hotline-to-anti-vaccination-people-who-experience-discrimination.shtml		
32	In 2022, the municipality of Marabá, in the southeast of Pará, faced the biggest floods of the last 20 years in the region.	1	Folha de S.Paulo	LATIN AMERICA	19 January 2022	https://www1.folha.uol.com.br/internacional/en/brazil/2022/01/historic-flood-forces-3000-families-away-from-homes-in-the-north-region.shtml		
33	"In the opening words of his private meeting with Russian President Vladimir Putin, Jair Bolsonaro said that ""we are in solidarity with Russia."" "	1	Folha de S.Paulo	LATIN AMERICA	17 February 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/02/bolsonaro-we-are-in-solidarity-with-russia.shtml		
34	In 2022, a five-year-old Brazilian boy was recognized as the youngest person in the world to identify an asteroid. 	1	Folha de S.Paulo	LATIN AMERICA	8 February 2022	https://www1.folha.uol.com.br/internacional/en/scienceandhealth/2022/02/5-year-old-brazilian-is-the-youngest-to-discover-asteroid-in-the-world.shtml		
35	Luiz Antônio Bizarro, the singer, producer and composer from São Paulo died at age 73. 	1	Folha de S.Paulo	LATIN AMERICA	2 February 2022	https://www1.folha.uol.com.br/internacional/en/culture/2022/02/tony-bizarro-considered-one-of-the-most-important-names-in-brazilian-soul-music-dies.shtml		
36	Education Minister Milton Ribeiro was dismissed after suspicions of corruption with MEC Business Desk.	1	Folha de S.Paulo	LATIN AMERICA	29 March 2022	https://www1.folha.uol.com.br/internacional/en/brazil/2022/03/minister-of-education-is-dismissed-after-suspicions-of-corruption-with-mec-business-desk.shtml		
37	In his first meeting with the international press, at Palácio de la Moneda, in Santiago, the newly sworn-in president of Chile, Gabriel Boric, stated that he wants to have a good relationship with Brazil. 	1	Folha de S.Paulo	LATIN AMERICA	15 March 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/03/new-president-of-chile-wants-a-good-relationship-with-brazil.shtml		
38	Accused of racism against Corinthians fans, Argentine trader Leonardo Ponzo, 42, did not even pay the R$3,000 bail imposed on him. The Argentine consulate paid the amount to São Paulo. 	1	Folha de S.Paulo	LATIN AMERICA	28 April 2022	https://www1.folha.uol.com.br/internacional/en/sports/2022/04/argentine-consulate-paid-bail-of-boca-fan-accused-of-racism-in-sao-paulo.shtml		
39	"The businessman and billionaire Jorge Paulo Lemann said in a debate at the Brazil Conference that ""We have an election going on in Brazil and we will have a new president. My basic objective in Brazil is to try to improve education. We are preparing a new kit on how to improve education in Brazil, which I think Brazil needs most."""	1	Folha de S.Paulo	LATIN AMERICA	11 April 2022	https://www1.folha.uol.com.br/internacional/en/business/2022/04/we-will-have-a-new-president-in-brazil-next-year-says-jorge-paulo-lemann.shtml		
40	US President Joe Biden and Brazilian President Jair Bolsonaro attended a bilateral meeting at the 9th Summit of the Americas in Los Angeles, California, June 9, 2022.	1	Folha de S.Paulo	LATIN AMERICA	10 June 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/06/bolsonaro-tells-biden-that-he-will-exit-the-presidency-in-a-democratic-way.shtml		
41	In June 2022, former Bolivian President rejected Jair Bolsonaro's offer for asylum in Brazil.	1	Folha de S.Paulo	LATIN AMERICA	30 June 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/06/former-bolivian-president-rejects-bolsonaros-offer-for-asylum-in-brazil.shtml		
42	In July 2022, a Bolsonaro federal criminal police officer invaded a birthday party and shot and killed PT member Marcelo Aloizio de Arruda in Foz do Iguaçu. 	1	Folha de S.Paulo	LATIN AMERICA	11 July 2022	https://www1.folha.uol.com.br/internacional/en/brazil/2022/07/bolsonaro-supporter-invades-birthday-party-and-kills-pt-politician.shtml		
43	The Brazilian Army withdrew from participating in the 2022 International Army Games organized by Russia.	1	Folha de S.Paulo	LATIN AMERICA	16 August 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/08/brazilian-army-avoids-military-competition-organized-by-russia.shtml		
44	Investment by Chinese companies in Brazil more than tripled in 2021, returning to pre-Covid pandemic levels.	1	Folha de S.Paulo	LATIN AMERICA	31 August 2022	https://www1.folha.uol.com.br/internacional/en/business/2022/08/brazil-becomes-chinas-main-investment-destination.shtml		
45	"On social media, President Jair Bolsonaro called Queen Elizabeth II ""an extraordinary and unique woman, whose example of leadership, humility, and love for her country will continue to inspire us and the whole world until the end of time."""	1	Folha de S.Paulo	LATIN AMERICA	9 September 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/09/bolsonaro-declares-3-days-of-mourning-for-queen-elizabeth-ii.shtml		
46	In 2022, Argentine police arrested a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as she arrived home in the Recoleta neighborhood of Buenos Aires.	1	Folha de S.Paulo	LATIN AMERICA	2 September 2022	https://www1.folha.uol.com.br/internacional/en/world/2022/09/brazilian-man-arrested-in-argentina-for-trying-to-shoot-cristina-kirchner.shtml		
47	Bolsonarist federal deputy Carla Zambelli pulled out a gun and pointed it at people on a Saturday of Oct 2022, in São Paulo.	1	Folha de S.Paulo	LATIN AMERICA	30 October 2022	https://www1.folha.uol.com.br/internacional/en/brazil/2022/10/carla-zambelli-points-a-gun-at-people-in-sao-paulo.shtml		
48	Thaynã Higor, 25, a three-time world champion in jiu-jitsu, was shot in the head in front of a restaurant in Praia Grande, on the coast of São Paulo.	1	Folha de S.Paulo	LATIN AMERICA	14 October 2022	https://www1.folha.uol.com.br/internacional/en/sports/2022/10/gunman-kills-three-time-jiu-jitsu-world-champion-in-praia-grande-on-the-coast-of-sao-paulo.shtml		
49	In 2022, singer-songwriter Gilberto Gil, 80 years old, and his wife Flora Gil, 62 years old, were harassed by Brazilian fans in Qatar, as they walked down a corridor to watch the match between Brazil and Serbia at the Lusail stadium.	1	Folha de S.Paulo	LATIN AMERICA	28 November 2022	https://www1.folha.uol.com.br/internacional/en/culture/2022/11/gilberto-gil-is-harassed-by-brazilian-fans-at-stadium-in-qatar.shtml		
50	In 2022, Katiuscia Torres Soares, 34, known as Kat Torres or Kat A Luz, was arrested in Minas Gerais on suspicion of keeping people in conditions analogous to slavery in the United States, among other possible crimes.	1	Folha de S.Paulo	LATIN AMERICA	22 November 2022	https://www1.folha.uol.com.br/internacional/en/brazil/2022/11/influencer-kat-torres-suspected-of-human-trafficking-and-quackery-in-the-us-is-arrested-in-brazil.shtml		
51	Germany’s finance minister Christian Lindner rejected EU plans for a de facto ban on the sale of new combustion engines cars by 2035.	1	Financial Times	EUROPE	Jun 21, 2022	https://www.ft.com/content/fdf77aaf-9798-4a64-a041-95762d72d14b		
52	In 2022, TikTok abandoned plans to expand its live ecommerce initiative in Europe and the US, after the social media platform’s foray into QVC-style shopping in the UK was hit by internal problems and struggled to gain traction with consumers.	1	Financial Times	EUROPE	5 July 2022	https://www.ft.com/content/07b75caf-b2ab-4ace-9bb8-68d42f1da823		
53	French couple Christel and Luc Fockaert won legal fight and were awarded €110,000 after over health problems they claim were caused by windfarm.	1	The Guardian	EUROPE	8 November 2021	https://www.theguardian.com/world/2021/nov/08/french-couple-wins-legal-fight-wind-turbine-syndrome-windfarm-health		
54	In Oct 2021, Cambridge University halted £400m deal with UAE over Pegasus spyware claims.	1	The Guardian	EUROPE	14 October 2021	https://www.theguardian.com/education/2021/oct/14/cambridge-university-halts-400m-deal-with-uae-over-pegasus-spyware-claims		
55	In Dec 2021, European Union foreign ministers agreed to slap sanctions on targets linked to the Russian private military company Wagner, accused of acting to destabilize Ukraine and parts of Africa.	1	The Moscow Times	EUROPE	13 December 2021	https://www.themoscowtimes.com/2021/12/13/eu-imposes-sanctions-targeting-russias-wagner-group-a75805		
56	In Dec 2021, Russia’s Supreme Court ordered the shuttering of Memorial, Russia’s oldest human rights watchdog, for repeatedly violating the country’s foreign agent law.	1	The Moscow Times	EUROPE	28 December 2021	https://www.themoscowtimes.com/2021/12/28/russian-court-orders-closure-of-renowned-rights-group-memorial-a75674		
57	In Nov 2021, U.S. Central Intelligence Agency director William Burns met the head of Russia's powerful Security Council for talks in Moscow.	1	The Moscow Times	EUROPE	2 November 2021	https://www.themoscowtimes.com/2021/11/02/cia-head-meets-russian-security-council-chief-in-moscow-a75473		
58	Nikolai Romanov, a Covid-denying rogue Russian monk who barricaded himself in a monastery last year with dozens of followers was sentenced to 3.5 years in prison in Nov 2021.	1	The Moscow Times	EUROPE	30 November 2021	https://www.themoscowtimes.com/2021/11/30/rogue-russian-monk-sentenced-to-35-years-in-prison-a75706		
59	"In Dec 2021, Russian President Vladimir Putin said that the conflict in eastern Ukraine between Kiev's army and pro-Russian separatists ""looks like genocide,"""	1	The Moscow Times	EUROPE	10 December 2021	https://www.themoscowtimes.com/2021/12/10/putin-says-conflict-in-eastern-ukraine-looks-like-genocide-a75780		
60	In Feb 2022, Russia’s State Duma backed a resolution calling for diplomatic recognition of Eastern Ukraine’s pro-Russian Donbas People’s Republics.	1	The Moscow Times	EUROPE	15 February 2022	https://www.themoscowtimes.com/2022/02/15/russian-parliament-backs-plan-to-recognize-breakaway-ukrainian-regions-a76381		
61	In Feb 2022, Russia expelled the United States' deputy chief of mission to Moscow at the height of bilateral tensions over the Ukraine crisis.	1	The Moscow Times	EUROPE	17 February 2022	https://www.themoscowtimes.com/2022/02/17/russia-expels-deputy-chief-of-us-mission-in-moscow-reports-a76434		
62	Russian President Vladimir Putin said he was ready for compromise and would look at proposals put forward by French leader Emmanuel Macron during talks in Feb 2022, while still blaming the West for raising tensions over Ukraine.	1	The Moscow Times	EUROPE	8 February 2022	https://www.themoscowtimes.com/2022/02/08/putin-says-ready-for-compromise-after-talks-with-macron-on-ukraine-a76292		
63	Russian forces bombarded Ukraine's capital during a visit by UN Secretary-General Antonio Guterres.	1	The Moscow Times	EUROPE	29 April 2022	https://www.themoscowtimes.com/2022/04/29/russia-strikes-kyiv-during-un-chiefs-visit-biden-asks-for-33bln-for-ukraine-a77511		
64	In May 2022, Russian President Vladimir Putin lashed out at Western countries and hailed Russian soldiers fighting in Ukraine as he addressed an annual military parade in Moscow that marks the Soviet Union’s defeat of Nazi Germany.	1	The Moscow Times	EUROPE	11 May 2022	https://www.themoscowtimes.com/2022/05/09/putin-hails-soldiers-fighting-in-ukraine-at-russias-victory-day-parade-a77623		
65	Russian President Vladimir Putin did not attend the funeral of the last Soviet leader Mikhail Gorbachev.	1	The Moscow Times	EUROPE	1 September 2022	https://www.themoscowtimes.com/2022/09/01/putin-will-skip-gorbachev-funeral-due-to-tight-schedule-kremlin-a78698		
66	In 2022, a Russian court found U.S. basketball star Brittney Griner guilty of smuggling and storing drugs and sentenced her to nine years in prison.	1	The Moscow Times	EUROPE	4 August 2022	https://www.themoscowtimes.com/2022/08/04/russian-court-sentences-us-basketball-star-griner-to-9-years-in-jail-a78510		
67	In 2022, Kremlin critic Andrei Pivovarov, the former head of pro-democracy group Open Russia, was sentenced to four years in prison on charges of “undesirable” activities.	1	The Moscow Times	EUROPE	15 July 2022	https://www.themoscowtimes.com/2022/07/15/kremlin-critic-pivovarov-sentenced-to-4-years-in-prison-for-undesirable-activity-a78313		
68	In June 2022, Russia said it was blacklisting 49 UK citizens, including defense officials and prominent journalists and editors from the BBC, The Financial Times and The Guardian. 	1	The Moscow Times	EUROPE	14 June 2022	https://www.themoscowtimes.com/2022/06/14/russia-blacklists-49-britons-including-journalists-a77998		
69	In 2022, a Russian court sentenced Moscow municipal deputy Alexei Gorinov to seven years in prison under censorship laws that criminalize anti-war protests.	1	The Moscow Times	EUROPE	8 July 2022	https://www.themoscowtimes.com/2022/07/08/moscow-municipal-deputy-jailed-for-7-years-over-war-fakes-a78246		
70	Between March and July of 2022, China spent $35 billion on Russian oil, gas and coal compared with $20 billion the same time the year before. 	1	The Moscow Times	EUROPE	22 August 2022	https://www.themoscowtimes.com/2022/08/22/chinas-energy-imports-from-russia-spike-to-35b-bloomberg-a78623		
71	In 2022, Russian President Vladimir Putin signed off on the annexation of four partially occupied Ukrainian regions.	1	The Moscow Times	EUROPE	3 October 2022	https://www.themoscowtimes.com/2022/09/30/putin-declares-russias-annexation-of-occupied-ukraine-lashes-out-at-west-a78937		
72	In Oct 2022, President Volodymyr Zelensky accused Russia of planting mines at a hydroelectric dam in the Kherson region of southern Ukraine.	1	The Moscow Times	EUROPE	20 October 2022	https://www.themoscowtimes.com/2022/10/20/zelensky-accuses-russia-of-mining-dam-in-south-ukraine-a79152		
73	A city of around 630,000 people, Izhevsk is the regional capital of Russia's Udmurt Republic, located around 1,000 kilometers (620 miles) east of Moscow.	1	The Moscow Times	EUROPE	26 September 2022	https://www.themoscowtimes.com/2022/09/26/russia-school-shooting-kills-15-including-children-a78889		
74	A total of 63 Russian soldiers were killed in a Ukrainian attack on a vocational school in Russian-occupied eastern Ukraine that took place in the early hours of New Year’s Day 2023.	1	The Moscow Times	EUROPE	2 January 2023	https://www.themoscowtimes.com/2023/01/02/63-russian-soldiers-killed-in-ukrainian-missile-strike-on-makiivka-defense-ministry-a79862		
75	In Jan 2023, Army General Valery Gerasimov, Chief of the General Staff of the Russian armed forces, was appointed Commander of the Joint Grouping of Troops.	1	The Moscow Times	EUROPE	11 January 2023	https://www.themoscowtimes.com/2023/01/11/valery-gerasimov-appointed-commander-of-russian-forces-in-ukraine-a79924		
